,file_id,emotion,origin
57,6192cfae-b80d-43b1-9bdf-02d1af01f384.wav,disgust,crema
58,9a5570bd-2598-4271-8c02-d36ef336c3a8.wav,disgust,crema
59,52ed94c5-4677-4cb2-9527-8725d14518e4.wav,fear,crema
60,0756d212-a1eb-467c-857e-c3cd43615370.wav,sadness,crema
61,2281e3ab-3c99-49dd-820b-9f2099ee36fd.wav,disgust,crema
62,dca54fbd-6a56-4bb6-85dc-40af591eec1a.wav,fear,crema
63,3c1f27c5-ca01-4a85-9339-c5ae69cafccd.wav,sadness,crema
64,9b590af5-c69a-4e42-8160-ea49a48027b0.wav,fear,crema
65,ca5a07df-9df6-483a-8243-5f16cd03d735.wav,happy,crema
66,dbf38493-cb66-4d2f-b191-57dfc0b9c8ed.wav,neutral,crema
67,b1ff2b24-d723-48f0-8378-23216404aa19.wav,disgust,crema
68,9387db14-a6c2-4436-b04a-025aab044e95.wav,sadness,crema
69,09c813e7-5f10-41c5-b2e4-69c22a81146a.wav,disgust,crema
70,8eb64baf-e597-47b3-805f-8e17b3ae30a9.wav,fear,crema
71,fb9cac5c-9501-4d68-a4f8-1b113f0b4715.wav,fear,crema
72,4ff56643-dfff-4b84-be81-8d173c9faf7b.wav,neutral,crema
73,37ba2204-dfc1-4751-b01c-a8e010e446ce.wav,fear,crema
74,971d897e-c4c8-4b76-af4d-1256d1fb9782.wav,neutral,crema
75,592c7450-69d2-49f8-9d09-2ff560faa101.wav,angry,crema
76,71d71af6-7a75-4aaf-916c-cd23cd48df81.wav,sadness,crema
77,89b700f4-1112-4ba3-8426-e60c6c4521ae.wav,happy,crema
78,a6c945c3-1801-4f0a-aba9-56b0a9e66748.wav,sadness,crema
79,d488add6-581d-467f-9fd9-9a6382c789f1.wav,sadness,crema
80,d866d0ed-8036-40d2-84e6-9e5d4e4a1ca0.wav,happy,crema
81,97cbc353-b32e-434a-9672-3c5c6dae3c51.wav,neutral,crema
82,d654c4fb-d540-4746-af4d-f6ba19dd0197.wav,angry,crema
83,d245db21-2b0b-4326-969a-a0d04b76f2f2.wav,happy,crema
84,1803bb8d-1b45-4865-84bd-8654f4157faa.wav,disgust,crema
85,4206c0b4-1108-4762-9ced-4f92403a744e.wav,angry,crema
86,48196833-2e8b-4945-8555-b4a03110b087.wav,happy,crema
87,073c3081-bc1d-4e97-a327-43bba8d74548.wav,sadness,crema
88,3a669abf-70c4-4748-9f86-7b223d40ee54.wav,sadness,crema
89,21817584-b8f1-47af-8a2c-808372edf77d.wav,angry,crema
90,d98acd02-0db3-46c1-9b0f-549f55bf57d3.wav,neutral,crema
91,92f1fcc3-286a-4a9a-bf49-d71ecc54ccc6.wav,angry,crema
92,de91b72e-4b18-4628-9d5e-5c4d0af588e5.wav,fear,crema
93,dccd2daa-315b-4bf3-9b02-4d00319fc5a0.wav,disgust,crema
94,7baa6645-5837-4038-aaaa-62053b4ec24c.wav,angry,crema
95,b7c532d6-86c9-40b6-87ba-e5c2f45e0f29.wav,fear,crema
96,134dc29f-8fff-4203-a4a6-53e97ee87569.wav,happy,crema
97,78eed130-d51d-4fd2-b149-5702a2ef840e.wav,happy,crema
98,d17cb993-c862-48c4-9f00-090eebaba917.wav,sadness,crema
99,0b93c3c5-e0e3-4f66-9670-2685bcf494b4.wav,disgust,crema
100,14adf830-8737-495c-aca0-329c45a8a832.wav,sadness,crema
101,713a58fd-9f36-46d5-b3c4-bf3230ba9368.wav,angry,crema
102,d371a0e0-8a84-4db9-b4da-dc22965664c5.wav,angry,crema
103,336dc529-e381-483b-881b-11ddae86b527.wav,angry,crema
104,4fd1a267-7e44-4c50-9fd8-bf9a8db67bb8.wav,neutral,crema
105,141e1b94-f96c-4636-bee0-faa7b0382d4d.wav,sadness,crema
106,e48482ed-adb5-4e2c-9f4c-05aa9f333111.wav,fear,crema
107,c285102b-cf58-4c0b-abfb-45fa2a714af6.wav,sadness,crema
108,72720c22-15ad-41aa-8e2d-d0fcbb2c3c75.wav,sadness,crema
109,2d75b3d8-c5f5-4fdc-bdc6-38e7fde34e61.wav,disgust,crema
110,95c21991-dac2-45b5-a198-05fc9892e726.wav,neutral,crema
111,df09fbb3-9d2e-4498-9d28-ed8c93766b3e.wav,fear,crema
112,532142cb-dbbd-4122-af3f-10c8c56ab73e.wav,fear,crema
113,a986fcdf-29ba-47ce-9bde-3c1e4386ce45.wav,disgust,crema
114,202e8eb0-c21c-400c-a817-61723ac550ba.wav,fear,crema
115,25f5c3a4-f7bc-41bd-a736-275daee246fc.wav,neutral,crema
116,a6e53767-f208-4829-968f-b4192f02efd6.wav,neutral,crema
117,855b60f6-c3b4-4b89-accd-9495c0a4a9ce.wav,sadness,crema
118,e3f0e221-f413-4098-95a5-8fca40038ff6.wav,neutral,crema
119,51df05f4-63f5-4854-b5d7-8131ddb80e34.wav,fear,crema
120,c62b6211-1eaa-4133-834a-03e2664331c2.wav,fear,crema
121,4315d3f4-5f3b-4d4f-9ca4-8240468e36d4.wav,angry,crema
122,f47577b4-5e93-4f6b-bed9-9234cd461255.wav,neutral,crema
123,bbdeaba3-57f0-4e3b-b550-81445b4d5a58.wav,disgust,crema
124,0857a993-1022-44c5-8194-97912da86ef4.wav,happy,crema
125,633f5b9f-54de-4a88-a571-3e64e1e3a1fa.wav,disgust,crema
126,b802d46b-c29b-4dd3-857d-2233aa66bc6a.wav,sadness,crema
127,456cf78f-29a5-42d8-805e-3fa45ab9c28f.wav,happy,crema
128,9916faef-8f8c-443c-80be-ec4da3040686.wav,disgust,crema
129,46b25e24-9314-4dff-bb3f-4558668947b0.wav,angry,crema
130,cc500ca1-2d39-4ecf-ae27-3be6d53b3862.wav,sadness,crema
131,87a4877c-27ee-429f-8bc7-ea881c645e87.wav,disgust,crema
132,ae447800-6c4c-4c4b-b2b7-432604eb9f24.wav,neutral,crema
133,83ffa933-d2df-4011-9270-9b36da9efe5b.wav,angry,crema
134,4c217b29-9733-40cd-84af-b5fbbfbc644a.wav,fear,crema
135,30abf596-40f5-4455-8d63-fe8bdf017ca5.wav,disgust,crema
136,516cf515-34da-419e-a74d-6f9ea2a08b36.wav,fear,crema
137,07e76f21-1490-4882-9e14-18d4f5258164.wav,fear,crema
138,a481edf5-2832-4762-8b7f-7373e93f7f6f.wav,angry,crema
139,a15e28dd-a263-400b-b994-3a84cb4aedeb.wav,fear,crema
140,60d42e87-fc81-4217-996b-00ccced42c24.wav,fear,crema
141,f196c600-b16c-4dc0-ac2e-76e331a98a94.wav,happy,crema
142,893ef810-0de5-45a0-a7cc-1406f1787ac5.wav,sadness,crema
143,deaada79-6350-4d76-aaad-408dbdcd4287.wav,angry,crema
144,2e52baee-ef26-44b5-84fb-8ff6b91abffb.wav,disgust,crema
145,edb04b36-0fc4-4e77-8452-54126cb0a813.wav,neutral,crema
146,ac123685-eacc-4443-9fc6-97cc83a6b9c8.wav,sadness,crema
147,db5c58ff-4c7e-4ade-92c0-c59e8e605efd.wav,neutral,crema
148,26555fcd-26d1-4b5d-851e-a03f767bf32f.wav,sadness,crema
149,1d506709-31e8-4911-97d5-53dc3fcd3e7a.wav,happy,crema
150,d19c14f5-26ec-4c9c-9331-9d61dbbe7b79.wav,fear,crema
151,a1f17dc9-45a8-4a4e-997b-abb05bd8ba26.wav,fear,crema
152,ba0649ee-1a57-4c8e-98bb-60a0fb401597.wav,angry,crema
153,c0eb8313-9c0e-4562-8b0d-2526fd72674e.wav,angry,crema
154,3130a5a8-1ee2-4f1c-9336-55bb78704d9b.wav,sadness,crema
155,023a5b54-5412-43da-9d2d-a6d2d58fc1ef.wav,sadness,crema
156,1b8e4a48-425b-4150-9fca-0bc8766999e2.wav,angry,crema
157,dfb11400-6b62-4425-b0b6-3bd0c99a196a.wav,sadness,crema
158,9076f00e-3892-4588-ba5f-2a5409f4e54d.wav,happy,crema
159,ce215bf7-50d6-4197-b55a-22e0332a5918.wav,happy,crema
160,655beb87-f56f-46bd-8128-b7c80145915f.wav,disgust,crema
161,3f03d378-3722-4a8b-88ff-6c2e5ed96fb5.wav,sadness,crema
162,05bdb238-6a54-483e-a0a5-8e7f0b1eeb3f.wav,neutral,crema
163,89bb144f-6a6a-4bb9-aaf6-39f88b415871.wav,disgust,crema
164,2410bcc1-5893-4127-b6d7-a24d688b3e50.wav,angry,crema
165,fd462237-f2f8-44bd-a35b-635d60f9e65e.wav,disgust,crema
166,98a2981e-1d3e-4285-b8c8-2f3915012a81.wav,happy,crema
167,957f647f-f351-4bf1-98fc-654124c9d6a1.wav,happy,crema
168,436ff098-f41f-482e-8662-ec270f535b90.wav,sadness,crema
169,bb14b4fe-75ce-41bb-a3e2-01981d061331.wav,sadness,crema
170,9f91eaff-ce89-429b-a5b1-90c9a0566669.wav,sadness,crema
171,9470f2ec-356e-4cab-bc8a-9cfa97c49cb8.wav,disgust,crema
172,f0ebfda9-3039-49c9-8469-3ae187edbeb8.wav,fear,crema
173,8bfd119b-56c8-491e-b885-9eea94848a4e.wav,fear,crema
174,ed85d612-5f5a-470d-b003-3cbf7012637e.wav,angry,crema
175,9f311273-66a6-4040-8f1e-563ec4c5a2e4.wav,fear,crema
176,b030635f-f7f0-4eaf-9ee7-66206cfee41a.wav,happy,crema
177,2e7f997b-72a4-47da-9d27-80d77ba7e140.wav,disgust,crema
178,3801a27b-cd0b-48e4-b2e9-a34ecaa9667c.wav,disgust,crema
179,acb446ba-bdf1-487b-968a-cb2e72b04905.wav,angry,crema
180,8e486c2f-7ac6-4625-a16a-9fde3c9fc64d.wav,sadness,crema
181,cacfc90d-916f-411b-b709-c9aca38b0c84.wav,angry,crema
182,983c87d1-d7e9-4135-9395-452aee6a282f.wav,disgust,crema
183,f7309baa-0413-484b-a45b-58d9af942b7f.wav,angry,crema
184,af184ecc-ac93-4734-a75d-602b1e1f5289.wav,fear,crema
185,c4800ea8-b8e4-443a-aedf-7011a35a5f4b.wav,sadness,crema
186,f670f40f-c7c2-4799-825b-d523cf16dfd3.wav,disgust,crema
187,9a949237-c9b7-44b8-9b23-43e65aac8459.wav,neutral,crema
188,0c74f3d8-b712-4a7e-8bed-91fb8f56f1ea.wav,angry,crema
189,208693b8-8cc9-446c-88a6-44927779a2d9.wav,neutral,crema
190,87520b72-cd87-4bf9-a4ae-73f3edaf23b8.wav,sadness,crema
191,126770e3-e836-433c-8f78-9ab993ffdebb.wav,sadness,crema
192,498829f9-6647-4e97-ac2f-7cf99eeb1ec1.wav,neutral,crema
193,1e2cbb6c-cc0c-4b2f-b855-cd842b4e84b0.wav,fear,crema
194,73456a3b-74e3-406e-b9da-ab013c8d505e.wav,fear,crema
195,61e41e84-4744-4709-80c2-47e7005c2184.wav,sadness,crema
196,f4776340-5bad-4691-954b-7d90f5078893.wav,angry,crema
197,19b94519-a9d0-4690-93f2-a205d9650ef8.wav,sadness,crema
198,e662d832-5bdf-4a19-8f6c-a07a5bf3e3fa.wav,sadness,crema
199,af21283c-37f7-4d28-82bd-aa6cdfdf6840.wav,sadness,crema
200,6f0b7fee-92b6-4dd7-a3d9-8646043c41c6.wav,happy,crema
201,bfacd57f-9064-49b8-ada9-1b7127218264.wav,disgust,crema
202,8d6a9aec-1d48-4ca2-a772-59756a160038.wav,sadness,crema
203,94a224fe-fb16-4d12-a3d7-2e9c73d9bf0c.wav,disgust,crema
204,6aacae0a-19f3-4a71-98b9-52c1440adf06.wav,fear,crema
205,a32eb4fe-f8b0-4fb5-b1ec-0a1988624652.wav,sadness,crema
206,be1f3184-561e-46d7-bc53-c7905a39d11e.wav,fear,crema
207,5cb8137f-d78c-43d0-9fad-f5c346ad6d2f.wav,fear,crema
208,4df7ee27-9156-4003-aa5f-ccb41b1ef8a8.wav,disgust,crema
209,c89588f9-03f0-41f8-91a9-c34e01c8a391.wav,disgust,crema
210,9cadacbf-47f7-4e6c-a894-38daa6050aaf.wav,sadness,crema
211,661f86d0-af0f-45a5-8732-f99428235bb9.wav,angry,crema
212,469909a0-83c1-4237-899a-45cce934c0b8.wav,disgust,crema
213,688e73aa-0d18-462b-b08c-840f4139f450.wav,angry,crema
214,a0e908aa-326a-47eb-bbba-5743c55cac7c.wav,disgust,crema
215,a68fc088-155d-48ef-acc8-066306d49722.wav,angry,crema
216,076da0a9-fb05-4dc7-8e4c-bdbbaf4f3cb1.wav,sadness,crema
217,eb09b6b1-b4a3-497a-ad6a-a44f589cfe55.wav,angry,crema
218,9e213b02-6435-465d-b961-2ca62bef3c7b.wav,angry,crema
219,1375d889-db3d-4f9a-a810-903812c01c6d.wav,fear,crema
220,ae02bc45-5b91-478f-a5fc-618fa1168942.wav,neutral,crema
221,581c99e1-8299-4796-afbc-2a564268e243.wav,sadness,crema
222,b87c8085-d93c-4073-ae44-c8eb93e19481.wav,neutral,crema
223,f895d659-5d4d-4849-b0bd-da188dc567f2.wav,disgust,crema
224,b85d32d2-95bd-488f-90fa-8983ff56b48b.wav,neutral,crema
225,9f69b583-c68b-4bde-96e7-ee42dca88de3.wav,disgust,crema
226,16c8383a-7b6a-4f9c-95d1-ba3c2a6ab05a.wav,sadness,crema
227,f7105aee-b903-4380-8202-122fb97d84b7.wav,happy,crema
228,a62399de-85d9-45c8-895a-976d762d6bd4.wav,happy,crema
229,61d5efd9-9e55-4e61-948e-a6d626a1d1e1.wav,neutral,crema
230,a0c04646-25e8-4f81-91b9-344fe4f5218a.wav,disgust,crema
231,7f2639d2-8af0-408f-b434-38f7dd7d6c23.wav,happy,crema
232,eabf4aae-726c-42a8-9de1-babf6c3b815e.wav,angry,crema
233,e83c3e89-50d7-4047-a3f1-fd053be3456a.wav,disgust,crema
234,24bf0ffe-7a6e-4edc-af4a-2b4f838a79ea.wav,happy,crema
235,dce032a3-0216-4a7c-b02e-e80a185f5b85.wav,fear,crema
236,c02095d7-2aa6-4660-bfda-420793ec81cf.wav,neutral,crema
237,a21d9e4f-9bd3-4d17-8018-1327fce18b6e.wav,fear,crema
238,53ad7509-4e34-48b8-bcc4-75746177d032.wav,disgust,crema
239,5981f3c5-2a47-4d5f-8a5b-83802b8de3a7.wav,sadness,crema
240,1254d207-623b-4a9b-87c5-a5bde4ee9aa0.wav,happy,crema
241,63996fc4-4852-4e56-b1d8-7d61bc382958.wav,sadness,crema
242,096752a5-dc29-4fbd-a9d6-f13898c8e3cf.wav,angry,crema
243,73c1c1ea-378f-484e-91b8-919635758863.wav,happy,crema
244,16a95870-18b9-498a-84e2-1742cef6ed66.wav,angry,crema
245,4209367a-93b9-47a6-a58e-ec7d9ffe3078.wav,disgust,crema
246,4d76ede4-5a0b-41aa-9516-3ba9cf170d38.wav,angry,crema
247,25daa33f-37e9-4344-a95b-80366d96cc79.wav,fear,crema
248,bb8be465-75bb-47a9-a268-7894ea534501.wav,neutral,crema
249,0108a9b4-d777-4a2b-95bd-16923dacb8db.wav,angry,crema
250,412b68d7-fd42-4a6d-b529-b242eafe5328.wav,neutral,crema
251,b4a151a0-9a81-4336-9816-b9080b0e46fe.wav,happy,crema
252,a639e3e2-6900-47b9-8db8-44258b0ae42d.wav,neutral,crema
253,0f52f199-358f-4361-8d24-e3bb75da3b92.wav,disgust,crema
254,3bdd2bce-bc3f-42d2-825e-5297bf3a3a20.wav,angry,crema
255,db64a7c8-e463-4493-94e7-95793971d7db.wav,fear,crema
256,8fd4030c-8cdc-4761-b098-f394948e3f31.wav,disgust,crema
257,a2cd0d7e-a094-47a8-b3e4-cebea71d41b0.wav,disgust,crema
258,59891da8-4cfd-479f-8e7b-3babcdcd7409.wav,fear,crema
259,20a66c48-6995-419a-97ed-7c89988e1dd0.wav,happy,crema
260,02e248bc-9b7e-4262-bf7c-5f50dc1915a0.wav,sadness,crema
261,1a090ab1-12a8-4118-8ec2-fc741bf3beff.wav,angry,crema
262,d97bcb13-324a-4bcf-9551-81027de59e5a.wav,happy,crema
263,3b7f3001-2c17-4d3c-b3b8-bc5134b408fb.wav,happy,crema
264,2897d624-5a87-4236-b696-fce33e4df0bf.wav,fear,crema
265,3d7520e3-de48-4e41-959e-4fa67ab1134d.wav,happy,crema
266,d6ae5d7b-bf62-46f9-b87f-3ea90cac1fe0.wav,fear,crema
267,0fb3436d-d021-4861-ab74-22a14b9eef26.wav,happy,crema
268,527aa041-75a7-432b-b960-f0c1a556ade1.wav,angry,crema
269,e9909ac6-dde5-4c3d-88ae-1d446b3a1b62.wav,disgust,crema
270,54d1d320-e8e6-480a-87a5-b6918dc668df.wav,sadness,crema
271,bd85d8d5-b138-4d54-aff0-faedac84e2c7.wav,fear,crema
272,e0f6cb6c-15ba-4b74-b15d-565a5d8d5968.wav,happy,crema
273,857dfaa5-a4eb-4f29-92a4-91c3a17d8734.wav,fear,crema
274,f72696ac-5a54-4550-a691-c36006bf07a8.wav,happy,crema
275,d1fba500-b862-4a9c-b0d5-12292efc05a9.wav,disgust,crema
276,d616736b-d45b-4321-a27a-ed55902af245.wav,happy,crema
277,c3ceed3a-bec9-4c3e-ac61-e611e3e567c4.wav,neutral,crema
278,eaed7364-5af0-4898-9f36-e8a9549d7422.wav,angry,crema
279,b798770e-8429-40cd-b2e6-b6c71ff5b251.wav,neutral,crema
280,52461d46-f47e-4e87-a005-4709d61468b4.wav,angry,crema
281,c05847f1-28ca-4170-895b-88980b0c1059.wav,angry,crema
282,e70ad87a-52d6-41b4-8457-381ea1c29784.wav,fear,crema
283,609360d7-7b91-4b0c-a099-bf7b73274883.wav,happy,crema
284,4bdb6f81-2a09-4fa3-8d3f-f3efff38d9d1.wav,disgust,crema
285,77f3599f-6911-42ef-9301-be704f777814.wav,disgust,crema
286,d47485cf-bb8c-49be-8b27-4cbb9ba3b1a7.wav,neutral,crema
287,b76274e1-b57b-45c4-89c2-beb6f7d03c28.wav,disgust,crema
288,63a02086-ce86-40ee-b0d2-e593c92bd591.wav,sadness,crema
289,72372b0a-2ccb-42dd-bb1b-ea197ce37db7.wav,neutral,crema
290,451bd0bd-6423-4813-b401-ae810e61bcb4.wav,disgust,crema
291,92198769-27d7-4424-a9ec-bbe37447eb54.wav,disgust,crema
292,fc7d88b4-c210-4b32-aa6a-6670df0957eb.wav,neutral,crema
293,34f2e446-a6e9-4aab-b54f-e61ab0680eac.wav,neutral,crema
294,c4bb8d39-f0b0-4737-97b6-67ae18723fd5.wav,neutral,crema
295,cd109c3c-cf92-4982-b0ce-bfce4de19d82.wav,sadness,crema
296,5eb9eac6-80bf-4c38-a08e-e77ce2160ea0.wav,neutral,crema
297,ae1d3587-e360-422c-9b11-d60b538aeceb.wav,happy,crema
298,494b81c6-0ee7-4f7d-814b-b01a465897c8.wav,happy,crema
299,649faa54-cdf2-409c-b9f1-45fcba74e40e.wav,fear,crema
300,5069e091-9f28-4abf-828e-54945bb58d5c.wav,disgust,crema
301,7c7f44d2-34d3-4720-ae4e-08f7dede3c63.wav,neutral,crema
302,d8cc30cc-db4d-48c3-928b-3d0d2cd70944.wav,angry,crema
303,c1125527-6a25-49c2-b934-e3d0ded7b00d.wav,neutral,crema
304,7535b1fc-5bce-465b-ba04-ca1498cc5c6c.wav,neutral,crema
305,1c3d5994-fc51-472b-babe-07b87bf48841.wav,happy,crema
306,90f1a6af-0e93-4eee-87ab-bf763d5f9f78.wav,disgust,crema
307,8b906a9f-71ef-407a-bc41-6e67dcaa72fc.wav,disgust,crema
308,4521ce2b-ce12-4e2b-8a2b-d60821d5319b.wav,fear,crema
309,ca02cda3-995b-460f-8cfe-7d5b9185b580.wav,neutral,crema
310,d359edbb-ef15-4a6e-82af-8c614df3a430.wav,neutral,crema
311,09a548ad-97a2-486d-96bb-5982e243c821.wav,disgust,crema
312,25d613e3-97c7-418b-8fd7-8706eaae0253.wav,sadness,crema
313,47a9b400-8d8d-44ef-9d66-d952169e0837.wav,disgust,crema
314,99f9ac87-9371-43c9-aa4e-008c831323f0.wav,happy,crema
315,ae6430da-373c-4b3f-b7c6-6998a773786a.wav,happy,crema
316,1269cb7c-ba71-4683-baeb-7f5397077aa5.wav,sadness,crema
317,9c9dfab9-9a77-4548-bc2c-784d0135f7ee.wav,happy,crema
318,ea298678-2f69-4c99-9080-36f66bfd97d1.wav,sadness,crema
319,e8d8f9ff-f62c-4661-9534-907173bc9c4a.wav,happy,crema
320,94667bc0-ce33-4dbe-bcf1-5f09e5d51462.wav,sadness,crema
321,f21c9169-e62a-432c-b852-dc7b4cf77e6a.wav,happy,crema
322,54208e40-2bef-4e06-a8f1-822dd2cc703c.wav,happy,crema
323,9a01888d-cef1-4f0d-bdfe-e8ce6741e68a.wav,fear,crema
324,e1453a42-cee7-4ac5-b1ea-2d7a0cca1b31.wav,disgust,crema
325,00d33125-96e8-4688-9694-b5dab2f940a9.wav,fear,crema
326,cc50969a-d640-408a-b0aa-e2138d8d522b.wav,neutral,crema
327,32cedfc2-072d-426b-a894-b87ea6931179.wav,happy,crema
328,e4d0631e-3430-47bc-8dbf-4402d65dfe51.wav,happy,crema
329,a02326de-06eb-428d-b892-f95b9aff6a53.wav,neutral,crema
330,1fc10de0-642f-4ecc-a8e2-55821db65af5.wav,disgust,crema
331,26c84280-49fd-4bc0-97fd-ea214c983964.wav,sadness,crema
332,40f71054-9dc0-4210-a73a-e233c3399fc3.wav,disgust,crema
333,35813a45-e591-4da2-9ba6-6eac849c5932.wav,happy,crema
334,16370736-703a-41c5-bfcf-267e1ffd6280.wav,angry,crema
335,3c2332c2-e1bc-4a3d-a6da-2513882fc8f9.wav,neutral,crema
336,e266fd17-44ba-48b7-8083-41445ef87fca.wav,happy,crema
337,140eabbb-ab17-4dc9-bfee-39963a6e94d5.wav,happy,crema
338,0d5b0132-72db-4972-9ee6-6586990ec967.wav,angry,crema
339,3eff0587-d319-4308-8a65-9fa7d67ab108.wav,disgust,crema
340,04b6c912-5fd7-471e-9b70-bd0782869298.wav,fear,crema
341,f0f09c07-eb51-425b-98da-473764a8c378.wav,neutral,crema
342,6c994b8b-5e88-4c19-8436-fd6d0c5dd926.wav,happy,crema
343,b6a6c74f-76c7-457e-840f-f52e8eab750c.wav,disgust,crema
344,43d4523f-2fd1-44c0-a7e1-51f2b540f750.wav,angry,crema
345,03a799a3-0144-4a07-a84f-4142feeca1e7.wav,fear,crema
346,d3d255d7-700c-4568-ae36-41c66bf6278e.wav,happy,crema
347,ac19d350-fbe0-4b42-b319-6fa34ab4662a.wav,neutral,crema
348,647ffe63-2f7c-49f1-8d67-49c51136cb44.wav,happy,crema
349,45a51ea0-fe86-4976-b956-96788bd8807f.wav,happy,crema
350,5ee6b4d5-3760-48ac-a171-4d2a21e0f05e.wav,happy,crema
351,5f3b2458-ff1e-461b-982c-02c1bd051053.wav,fear,crema
352,fbadb2c2-f4a1-4002-ad7b-19d4f5dca1d1.wav,fear,crema
353,f7019e6a-d1b8-454e-9488-e218eb4e231d.wav,angry,crema
354,47ecc7c4-6635-46c1-88b0-47c0dfb6c688.wav,sadness,crema
355,6a283945-3fb6-4e2c-86ce-be7442572199.wav,sadness,crema
356,c6d169f2-738d-4550-948b-c0132b9ccd1a.wav,happy,crema
357,06920f90-caf8-4d83-bf82-15207ccbac10.wav,angry,crema
358,b5dff813-827d-41fe-be06-6a2206eb843b.wav,neutral,crema
359,afef9c57-6d23-4a48-a891-c89d9c1153c3.wav,neutral,crema
360,bf653b70-d6d3-4ba8-ba13-99377cfeffe3.wav,sadness,crema
361,ba6bb25d-e07c-4af2-aef0-80cb66db7c96.wav,happy,crema
