,country,crop_item,year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,YIELD
64,Albania,Potatoes,2005,1485.0,880.64,15.67,167061
65,Albania,Soybeans,2005,1485.0,880.64,15.67,17500
66,Albania,Wheat,2005,1485.0,880.64,15.67,31582
67,Albania,Maize,2006,1485.0,943.61,15.92,50111
68,Albania,Potatoes,2006,1485.0,943.61,15.92,170745
69,Albania,Soybeans,2006,1485.0,943.61,15.92,20000
70,Albania,Wheat,2006,1485.0,943.61,15.92,30787
71,Albania,Maize,2007,1485.0,1006.57,16.67,46732
72,Albania,Potatoes,2007,1485.0,1006.57,16.67,188902
73,Albania,Soybeans,2007,1485.0,1006.57,16.67,20000
74,Albania,Wheat,2007,1485.0,1006.57,16.67,35496
75,Albania,Maize,2008,1485.0,1069.54,16.71,50000
76,Albania,Potatoes,2008,1485.0,1069.54,16.71,193878
77,Albania,Soybeans,2008,1485.0,1069.54,16.71,20000
78,Albania,Wheat,2008,1485.0,1069.54,16.71,40168
79,Albania,Maize,2009,1485.0,1132.5,16.73,55693
80,Albania,Potatoes,2009,1485.0,1132.5,16.73,219780
81,Albania,Soybeans,2009,1485.0,1132.5,16.73,16667
82,Albania,Wheat,2009,1485.0,1132.5,16.73,40229
83,Albania,Maize,2010,1485.0,1311.17,16.52,66790
84,Albania,Potatoes,2010,1485.0,1311.17,16.52,231111
85,Albania,Soybeans,2010,1485.0,1311.17,16.52,16667
86,Albania,Wheat,2010,1485.0,1311.17,16.52,39905
87,Albania,Maize,2011,1485.0,1302.63,16.45,59869
88,Albania,Potatoes,2011,1485.0,1302.63,16.45,242211
89,Albania,Soybeans,2011,1485.0,1302.63,16.45,18519
90,Albania,Wheat,2011,1485.0,1302.63,16.45,42301
91,Algeria,Maize,1990,89.0,1828.92,17.48,16500
92,Algeria,Potatoes,1990,89.0,1828.92,17.48,78936
93,Algeria,"Rice, paddy",1990,89.0,1828.92,17.48,28000
94,Algeria,Sorghum,1990,89.0,1828.92,17.48,16571
95,Algeria,Wheat,1990,89.0,1828.92,17.48,6315
96,Algeria,Maize,1991,89.0,2461.8,16.26,19231
97,Algeria,Potatoes,1991,89.0,2461.8,16.26,90747
98,Algeria,"Rice, paddy",1991,89.0,2461.8,16.26,26786
99,Algeria,Sorghum,1991,89.0,2461.8,16.26,24231
100,Algeria,Wheat,1991,89.0,2461.8,16.26,10809
101,Algeria,Maize,1992,89.0,1215.47,16.27,22828
102,Algeria,Potatoes,1992,89.0,1215.47,16.27,107917
103,Algeria,"Rice, paddy",1992,89.0,1215.47,16.27,24733
104,Algeria,Sorghum,1992,89.0,1215.47,16.27,40000
105,Algeria,Wheat,1992,89.0,1215.47,16.27,9939
106,Algeria,Maize,1993,89.0,1021.89,17.0,12500
107,Algeria,Potatoes,1993,89.0,1021.89,17.0,111215
108,Algeria,"Rice, paddy",1993,89.0,1021.89,17.0,23111
109,Algeria,Sorghum,1993,89.0,1021.89,17.0,50000
110,Algeria,Wheat,1993,89.0,1021.89,17.0,8097
111,Algeria,Maize,1994,89.0,1255.02,17.88,4512
112,Algeria,Potatoes,1994,89.0,1255.02,17.88,95078
113,Algeria,"Rice, paddy",1994,89.0,1255.02,17.88,21374
114,Algeria,Wheat,1994,89.0,1255.02,17.88,7999
115,Algeria,Maize,1995,89.0,2697.09,17.36,16115
116,Algeria,Potatoes,1995,89.0,2697.09,17.36,136768
117,Algeria,"Rice, paddy",1995,89.0,2697.09,17.36,19598
118,Algeria,Sorghum,1995,89.0,2697.09,17.36,12667
119,Algeria,Wheat,1995,89.0,2697.09,17.36,8924
120,Algeria,Maize,1996,89.0,479.77,16.76,17154
121,Algeria,Potatoes,1996,89.0,479.77,16.76,134629
122,Algeria,"Rice, paddy",1996,89.0,479.77,16.76,17861
123,Algeria,Sorghum,1996,89.0,479.77,16.76,14750
124,Algeria,Wheat,1996,89.0,479.77,16.76,13090
125,Algeria,Maize,1997,89.0,401.22,17.84,21417
126,Algeria,Potatoes,1997,89.0,401.22,17.84,141042
127,Algeria,"Rice, paddy",1997,89.0,401.22,17.84,15000
128,Algeria,Sorghum,1997,89.0,401.22,17.84,40000
129,Algeria,Wheat,1997,89.0,401.22,17.84,8016
130,Algeria,Maize,1998,89.0,322.84,17.14,17222
131,Algeria,Potatoes,1998,89.0,322.84,17.14,160256
132,Algeria,"Rice, paddy",1998,89.0,322.84,17.14,15000
133,Algeria,Sorghum,1998,89.0,322.84,17.14,24500
134,Algeria,Wheat,1998,89.0,322.84,17.14,8847
135,Algeria,Maize,1999,89.0,654.45,17.97,22375
136,Algeria,Potatoes,1999,89.0,654.45,17.97,153532
137,Algeria,"Rice, paddy",1999,89.0,654.45,17.97,13942
138,Algeria,Sorghum,1999,89.0,654.45,17.97,27000
139,Algeria,Wheat,1999,89.0,654.45,17.97,10711
140,Algeria,Maize,2000,89.0,603.67,17.9,36186
141,Algeria,Potatoes,2000,89.0,603.67,17.9,166143
142,Algeria,"Rice, paddy",2000,89.0,603.67,17.9,13052
143,Algeria,Sorghum,2000,89.0,603.67,17.9,69500
144,Algeria,Wheat,2000,89.0,603.67,17.9,9194
145,Algeria,Maize,2001,89.0,710.11,18.13,27175
146,Algeria,Potatoes,2001,89.0,710.11,18.13,147018
147,Algeria,"Rice, paddy",2001,89.0,710.11,18.13,12314
148,Algeria,Sorghum,2001,89.0,710.11,18.13,27750
149,Algeria,Wheat,2001,89.0,710.11,18.13,11104
150,Algeria,Maize,2002,89.0,816.55,17.85,33480
151,Algeria,Potatoes,2002,89.0,816.55,17.85,183774
152,Algeria,"Rice, paddy",2002,89.0,816.55,17.85,12959
153,Algeria,Sorghum,2002,89.0,816.55,17.85,33900
154,Algeria,Wheat,2002,89.0,816.55,17.85,10739
155,Algeria,Maize,2004,89.0,3747.86,17.38,31729
156,Algeria,Potatoes,2004,89.0,3747.86,17.38,203585
157,Algeria,"Rice, paddy",2004,89.0,3747.86,17.38,12829
158,Algeria,Sorghum,2004,89.0,3747.86,17.38,43316
159,Algeria,Wheat,2004,89.0,3747.86,17.38,13582
160,Algeria,Maize,2005,89.0,3662.87,17.19,33864
161,Algeria,Potatoes,2005,89.0,3662.87,17.19,216267
162,Algeria,"Rice, paddy",2005,89.0,3662.87,17.19,12998
163,Algeria,Sorghum,2005,89.0,3662.87,17.19,33486
164,Algeria,Wheat,2005,89.0,3662.87,17.19,15057
165,Algeria,Maize,2006,89.0,4110.72,18.13,65668
166,Algeria,Potatoes,2006,89.0,4110.72,18.13,220689
167,Algeria,"Rice, paddy",2006,89.0,4110.72,18.13,12769
168,Algeria,Sorghum,2006,89.0,4110.72,18.13,56728
169,Algeria,Wheat,2006,89.0,4110.72,18.13,15068
170,Algeria,Maize,2007,89.0,5390.79,17.42,85625
171,Algeria,Potatoes,2007,89.0,5390.79,17.42,189927
172,Algeria,"Rice, paddy",2007,89.0,5390.79,17.42,13375
173,Algeria,Sorghum,2007,89.0,5390.79,17.42,119059
174,Algeria,Wheat,2007,89.0,5390.79,17.42,12742
175,Algeria,Maize,2008,89.0,11556.12,17.55,44714
176,Algeria,Potatoes,2008,89.0,11556.12,17.55,236393
177,Algeria,"Rice, paddy",2008,89.0,11556.12,17.55,13952
178,Algeria,Sorghum,2008,89.0,11556.12,17.55,61786
179,Algeria,Wheat,2008,89.0,11556.12,17.55,11038
180,Algeria,Maize,2009,89.0,3867.99,17.78,30914
181,Algeria,Potatoes,2009,89.0,3867.99,17.78,250764
182,Algeria,"Rice, paddy",2009,89.0,3867.99,17.78,14594
183,Algeria,Sorghum,2009,89.0,3867.99,17.78,90465
184,Algeria,Wheat,2009,89.0,3867.99,17.78,15975
185,Algeria,Maize,2010,89.0,1295.88,17.59,25827
186,Algeria,Potatoes,2010,89.0,1295.88,17.59,270526
187,Algeria,"Rice, paddy",2010,89.0,1295.88,17.59,15305
188,Algeria,Sorghum,2010,89.0,1295.88,17.59,30286
189,Algeria,Wheat,2010,89.0,1295.88,17.59,14838
190,Algeria,Maize,2011,89.0,13861.76,17.79,23374
191,Algeria,Potatoes,2011,89.0,13861.76,17.79,292806
192,Algeria,"Rice, paddy",2011,89.0,13861.76,17.79,16081
193,Algeria,Sorghum,2011,89.0,13861.76,17.79,100000
194,Algeria,Wheat,2011,89.0,13861.76,17.79,17405
195,Angola,Cassava,1990,1010.0,64.0,24.12,41177
196,Angola,Maize,1990,1010.0,64.0,24.12,2736
197,Angola,Potatoes,1990,1010.0,64.0,24.12,40000
198,Angola,"Rice, paddy",1990,1010.0,64.0,24.12,9512
199,Angola,Sweet potatoes,1990,1010.0,64.0,24.12,89342
200,Angola,Wheat,1990,1010.0,64.0,24.12,7995
201,Angola,Cassava,1991,1010.0,79.0,24.02,40295
202,Angola,Maize,1991,1010.0,79.0,24.02,4013
203,Angola,Potatoes,1991,1010.0,79.0,24.02,40000
204,Angola,"Rice, paddy",1991,1010.0,79.0,24.02,10000
205,Angola,Sweet potatoes,1991,1010.0,79.0,24.02,83001
206,Angola,Wheat,1991,1010.0,79.0,24.02,8000
207,Angola,Cassava,1992,1010.0,23.0,23.96,42295
208,Angola,Maize,1992,1010.0,23.0,23.96,3778
209,Angola,Potatoes,1992,1010.0,23.0,23.96,40000
210,Angola,"Rice, paddy",1992,1010.0,23.0,23.96,9106
211,Angola,Sweet potatoes,1992,1010.0,23.0,23.96,90000
212,Angola,Wheat,1992,1010.0,23.0,23.96,8000
213,Angola,Cassava,1993,1010.0,169.0,24.15,42295
214,Angola,Maize,1993,1010.0,169.0,24.15,2627
215,Angola,Potatoes,1993,1010.0,169.0,24.15,70000
216,Angola,"Rice, paddy",1993,1010.0,169.0,24.15,8000
217,Angola,Sweet potatoes,1993,1010.0,169.0,24.15,88095
218,Angola,Wheat,1993,1010.0,169.0,24.15,8876
219,Angola,Cassava,1994,1010.0,25.5,24.04,58596
220,Angola,Maize,1994,1010.0,25.5,24.04,2463
221,Angola,Potatoes,1994,1010.0,25.5,24.04,90000
222,Angola,"Rice, paddy",1994,1010.0,25.5,24.04,8750
223,Angola,Sweet potatoes,1994,1010.0,25.5,24.04,83192
224,Angola,Wheat,1994,1010.0,25.5,24.04,10000
225,Angola,Cassava,1995,1010.0,336.0,24.56,51000
226,Angola,Maize,1995,1010.0,336.0,24.56,3517
227,Angola,Potatoes,1995,1010.0,336.0,24.56,76738
228,Angola,"Rice, paddy",1995,1010.0,336.0,24.56,14615
229,Angola,Sweet potatoes,1995,1010.0,336.0,24.56,81138
230,Angola,Wheat,1995,1010.0,336.0,24.56,11855
231,Angola,Cassava,1996,1010.0,40.0,24.11,48077
232,Angola,Maize,1996,1010.0,40.0,24.11,6993
233,Angola,Potatoes,1996,1010.0,40.0,24.11,70000
234,Angola,"Rice, paddy",1996,1010.0,40.0,24.11,17500
235,Angola,Sweet potatoes,1996,1010.0,40.0,24.11,85455
236,Angola,Wheat,1996,1010.0,40.0,24.11,13738
237,Angola,Cassava,1997,1010.0,40.0,24.06,44205
238,Angola,Maize,1997,1010.0,40.0,24.06,5959
239,Angola,Potatoes,1997,1010.0,40.0,24.06,68571
240,Angola,"Rice, paddy",1997,1010.0,40.0,24.06,20000
241,Angola,Sweet potatoes,1997,1010.0,40.0,24.06,78098
242,Angola,Wheat,1997,1010.0,40.0,24.06,15509
243,Angola,Cassava,1998,1010.0,40.0,24.96,55728
244,Angola,Maize,1998,1010.0,40.0,24.96,7396
245,Angola,Potatoes,1998,1010.0,40.0,24.96,62724
246,Angola,"Rice, paddy",1998,1010.0,40.0,24.96,20000
247,Angola,Sweet potatoes,1998,1010.0,40.0,24.96,76256
248,Angola,Wheat,1998,1010.0,40.0,24.96,17143
249,Angola,Cassava,1999,1010.0,40.0,24.37,59821
250,Angola,Maize,1999,1010.0,40.0,24.37,6361
251,Angola,Potatoes,1999,1010.0,40.0,24.37,54597
252,Angola,"Rice, paddy",1999,1010.0,40.0,24.37,14235
253,Angola,Sweet potatoes,1999,1010.0,40.0,24.37,82865
254,Angola,Wheat,1999,1010.0,40.0,24.37,17391
255,Angola,Cassava,2000,1010.0,40.0,24.41,82992
256,Angola,Maize,2000,1010.0,40.0,24.41,5745
257,Angola,Potatoes,2000,1010.0,40.0,24.41,29885
258,Angola,"Rice, paddy",2000,1010.0,40.0,24.41,13454
259,Angola,Sorghum,2000,1010.0,40.0,24.41,3333
260,Angola,Soybeans,2000,1010.0,40.0,24.41,2333
261,Angola,Sweet potatoes,2000,1010.0,40.0,24.41,34938
262,Angola,Wheat,2000,1010.0,40.0,24.41,17023
263,Angola,Cassava,2001,1010.0,40.0,24.43,94072
264,Angola,Maize,2001,1010.0,40.0,24.43,5754
265,Angola,Potatoes,2001,1010.0,40.0,24.43,42552
266,Angola,"Rice, paddy",2001,1010.0,40.0,24.43,13701
267,Angola,Sorghum,2001,1010.0,40.0,24.43,3571
268,Angola,Soybeans,2001,1010.0,40.0,24.43,2500
269,Angola,Sweet potatoes,2001,1010.0,40.0,24.43,44458
270,Angola,Wheat,2001,1010.0,40.0,24.43,16667
271,Angola,Cassava,2002,1010.0,40.0,24.79,110071
272,Angola,Maize,2002,1010.0,40.0,24.79,6706
273,Angola,Potatoes,2002,1010.0,40.0,24.79,42754
274,Angola,"Rice, paddy",2002,1010.0,40.0,24.79,13198
275,Angola,Sorghum,2002,1010.0,40.0,24.79,3400
276,Angola,Soybeans,2002,1010.0,40.0,24.79,2857
277,Angola,Sweet potatoes,2002,1010.0,40.0,24.79,42190
278,Angola,Wheat,2002,1010.0,40.0,24.79,15455
279,Angola,Cassava,2004,1010.0,40.0,24.22,125605
280,Angola,Maize,2004,1010.0,40.0,24.22,5404
281,Angola,Potatoes,2004,1010.0,40.0,24.22,20150
282,Angola,"Rice, paddy",2004,1010.0,40.0,24.22,11584
283,Angola,Sorghum,2004,1010.0,40.0,24.22,3333
284,Angola,Soybeans,2004,1010.0,40.0,24.22,3600
285,Angola,Sweet potatoes,2004,1010.0,40.0,24.22,45360
286,Angola,Wheat,2004,1010.0,40.0,24.22,12442
287,Angola,Cassava,2005,1010.0,40.0,24.41,117628
288,Angola,Maize,2005,1010.0,40.0,24.41,6736
289,Angola,Potatoes,2005,1010.0,40.0,24.41,23646
290,Angola,"Rice, paddy",2005,1010.0,40.0,24.41,6977
291,Angola,Sorghum,2005,1010.0,40.0,24.41,3333
292,Angola,Soybeans,2005,1010.0,40.0,24.41,3793
293,Angola,Sweet potatoes,2005,1010.0,40.0,24.41,46159
294,Angola,Wheat,2005,1010.0,40.0,24.41,10946
295,Angola,Cassava,2006,1010.0,40.0,24.14,117201
296,Angola,Maize,2006,1010.0,40.0,24.14,4687
297,Angola,Potatoes,2006,1010.0,40.0,24.14,52148
298,Angola,"Rice, paddy",2006,1010.0,40.0,24.14,4947
299,Angola,Sorghum,2006,1010.0,40.0,24.14,4091
300,Angola,Soybeans,2006,1010.0,40.0,24.14,4286
301,Angola,Sweet potatoes,2006,1010.0,40.0,24.14,44240
302,Angola,Wheat,2006,1010.0,40.0,24.14,10000
303,Angola,Cassava,2007,1010.0,40.0,24.24,115387
304,Angola,Maize,2007,1010.0,40.0,24.24,5091
305,Angola,Potatoes,2007,1010.0,40.0,24.24,62138
306,Angola,"Rice, paddy",2007,1010.0,40.0,24.24,5143
307,Angola,Sorghum,2007,1010.0,40.0,24.24,4031
308,Angola,Soybeans,2007,1010.0,40.0,24.24,6883
309,Angola,Sweet potatoes,2007,1010.0,40.0,24.24,58855
310,Angola,Wheat,2007,1010.0,40.0,24.24,10000
311,Angola,Cassava,2008,1010.0,40.0,24.27,148084
312,Angola,Maize,2008,1010.0,40.0,24.27,7946
313,Angola,Potatoes,2008,1010.0,40.0,24.27,85085
314,Angola,"Rice, paddy",2008,1010.0,40.0,24.27,5084
315,Angola,Sorghum,2008,1010.0,40.0,24.27,929
316,Angola,Soybeans,2008,1010.0,40.0,24.27,8575
317,Angola,Sweet potatoes,2008,1010.0,40.0,24.27,65437
318,Angola,Wheat,2008,1010.0,40.0,24.27,10000
319,Angola,Cassava,2009,1010.0,40.0,24.33,151759
320,Angola,Maize,2009,1010.0,40.0,24.33,6614
321,Angola,Potatoes,2009,1010.0,40.0,24.33,86509
322,Angola,"Rice, paddy",2009,1010.0,40.0,24.33,6028
323,Angola,Sorghum,2009,1010.0,40.0,24.33,2480
324,Angola,Soybeans,2009,1010.0,40.0,24.33,4449
325,Angola,Sweet potatoes,2009,1010.0,40.0,24.33,66475
326,Angola,Wheat,2009,1010.0,40.0,24.33,10000
327,Angola,Cassava,2010,1010.0,40.0,24.44,155782
328,Angola,Maize,2010,1010.0,40.0,24.44,7200
329,Angola,Potatoes,2010,1010.0,40.0,24.44,87425
330,Angola,"Rice, paddy",2010,1010.0,40.0,24.44,7403
331,Angola,Sorghum,2010,1010.0,40.0,24.44,2814
332,Angola,Soybeans,2010,1010.0,40.0,24.44,4446
333,Angola,Sweet potatoes,2010,1010.0,40.0,24.44,63001
334,Angola,Wheat,2010,1010.0,40.0,24.44,10526
335,Angola,Cassava,2011,1010.0,40.0,24.15,133649
336,Angola,Maize,2011,1010.0,40.0,24.15,7376
337,Angola,Potatoes,2011,1010.0,40.0,24.15,81366
338,Angola,"Rice, paddy",2011,1010.0,40.0,24.15,8914
339,Angola,Sorghum,2011,1010.0,40.0,24.15,3320
340,Angola,Soybeans,2011,1010.0,40.0,24.15,5294
341,Angola,Sweet potatoes,2011,1010.0,40.0,24.15,65512
342,Angola,Wheat,2011,1010.0,40.0,24.15,10959
343,Argentina,Cassava,1990,591.0,26156.0,17.46,100000
344,Argentina,Cassava,1990,591.0,26156.0,17.67,100000
345,Argentina,Maize,1990,591.0,26156.0,17.46,34608
346,Argentina,Maize,1990,591.0,26156.0,17.67,34608
347,Argentina,Potatoes,1990,591.0,26156.0,17.46,202747
348,Argentina,Potatoes,1990,591.0,26156.0,17.67,202747
349,Argentina,"Rice, paddy",1990,591.0,26156.0,17.46,36709
350,Argentina,"Rice, paddy",1990,591.0,26156.0,17.67,36709
351,Argentina,Sorghum,1990,591.0,26156.0,17.46,28116
352,Argentina,Sorghum,1990,591.0,26156.0,17.67,28116
353,Argentina,Soybeans,1990,591.0,26156.0,17.46,21566
354,Argentina,Soybeans,1990,591.0,26156.0,17.67,21566
355,Argentina,Sweet potatoes,1990,591.0,26156.0,17.46,131864
356,Argentina,Sweet potatoes,1990,591.0,26156.0,17.67,131864
357,Argentina,Wheat,1990,591.0,26156.0,17.46,18947
358,Argentina,Wheat,1990,591.0,26156.0,17.67,18947
359,Argentina,Cassava,1991,591.0,26156.0,17.64,100000
360,Argentina,Cassava,1991,591.0,26156.0,17.86,100000
361,Argentina,Maize,1991,591.0,26156.0,17.64,40444
362,Argentina,Maize,1991,591.0,26156.0,17.86,40444
363,Argentina,Potatoes,1991,591.0,26156.0,17.64,205692
364,Argentina,Potatoes,1991,591.0,26156.0,17.86,205692
365,Argentina,"Rice, paddy",1991,591.0,26156.0,17.64,40294
366,Argentina,"Rice, paddy",1991,591.0,26156.0,17.86,40294
367,Argentina,Sorghum,1991,591.0,26156.0,17.64,33320
368,Argentina,Sorghum,1991,591.0,26156.0,17.86,33320
369,Argentina,Soybeans,1991,591.0,26156.0,17.64,22750
370,Argentina,Soybeans,1991,591.0,26156.0,17.86,22750
371,Argentina,Sweet potatoes,1991,591.0,26156.0,17.64,131364
372,Argentina,Sweet potatoes,1991,591.0,26156.0,17.86,131364
373,Argentina,Wheat,1991,591.0,26156.0,17.64,18972
374,Argentina,Wheat,1991,591.0,26156.0,17.86,18972
375,Argentina,Cassava,1992,591.0,26156.0,17.09,100000
376,Argentina,Cassava,1992,591.0,26156.0,17.51,100000
377,Argentina,Maize,1992,591.0,26156.0,17.09,45237
378,Argentina,Maize,1992,591.0,26156.0,17.51,45237
379,Argentina,Potatoes,1992,591.0,26156.0,17.09,199039
380,Argentina,Potatoes,1992,591.0,26156.0,17.51,199039
381,Argentina,"Rice, paddy",1992,591.0,26156.0,17.09,52075
382,Argentina,"Rice, paddy",1992,591.0,26156.0,17.51,52075
383,Argentina,Sorghum,1992,591.0,26156.0,17.09,36217
384,Argentina,Sorghum,1992,591.0,26156.0,17.51,36217
385,Argentina,Soybeans,1992,591.0,26156.0,17.09,22915
386,Argentina,Soybeans,1992,591.0,26156.0,17.51,22915
387,Argentina,Sweet potatoes,1992,591.0,26156.0,17.09,127273
388,Argentina,Sweet potatoes,1992,591.0,26156.0,17.51,127273
389,Argentina,Wheat,1992,591.0,26156.0,17.09,21809
390,Argentina,Wheat,1992,591.0,26156.0,17.51,21809
391,Argentina,Cassava,1993,591.0,26156.0,17.32,100000
392,Argentina,Cassava,1993,591.0,26156.0,17.53,100000
393,Argentina,Maize,1993,591.0,26156.0,17.32,43552
394,Argentina,Maize,1993,591.0,26156.0,17.53,43552
395,Argentina,Potatoes,1993,591.0,26156.0,17.32,210314
396,Argentina,Potatoes,1993,591.0,26156.0,17.53,210314
397,Argentina,"Rice, paddy",1993,591.0,26156.0,17.32,43559
398,Argentina,"Rice, paddy",1993,591.0,26156.0,17.53,43559
399,Argentina,Sorghum,1993,591.0,26156.0,17.32,39529
400,Argentina,Sorghum,1993,591.0,26156.0,17.53,39529
401,Argentina,Soybeans,1993,591.0,26156.0,17.32,21589
402,Argentina,Soybeans,1993,591.0,26156.0,17.53,21589
403,Argentina,Sweet potatoes,1993,591.0,26156.0,17.32,122955
404,Argentina,Sweet potatoes,1993,591.0,26156.0,17.53,122955
405,Argentina,Wheat,1993,591.0,26156.0,17.32,23272
406,Argentina,Wheat,1993,591.0,26156.0,17.53,23272
407,Argentina,Cassava,1994,591.0,30195.0,18.17,100000
408,Argentina,Cassava,1994,591.0,30195.0,18.31,100000
409,Argentina,Maize,1994,591.0,30195.0,18.17,42371
410,Argentina,Maize,1994,591.0,30195.0,18.31,42371
411,Argentina,Potatoes,1994,591.0,30195.0,18.17,230166
412,Argentina,Potatoes,1994,591.0,30195.0,18.31,230166
413,Argentina,"Rice, paddy",1994,591.0,30195.0,18.17,42989
414,Argentina,"Rice, paddy",1994,591.0,30195.0,18.31,42989
415,Argentina,Sorghum,1994,591.0,30195.0,18.17,35065
416,Argentina,Sorghum,1994,591.0,30195.0,18.31,35065
417,Argentina,Soybeans,1994,591.0,30195.0,18.17,20386
418,Argentina,Soybeans,1994,591.0,30195.0,18.31,20386
419,Argentina,Sweet potatoes,1994,591.0,30195.0,18.17,176667
420,Argentina,Sweet potatoes,1994,591.0,30195.0,18.31,176667
421,Argentina,Wheat,1994,591.0,30195.0,18.17,20237
422,Argentina,Wheat,1994,591.0,30195.0,18.31,20237
423,Argentina,Cassava,1995,591.0,37842.0,17.74,100000
424,Argentina,Cassava,1995,591.0,37842.0,17.62,100000
425,Argentina,Maize,1995,591.0,37842.0,17.74,45223
426,Argentina,Maize,1995,591.0,37842.0,17.62,45223
427,Argentina,Potatoes,1995,591.0,37842.0,17.74,274272
428,Argentina,Potatoes,1995,591.0,37842.0,17.62,274272
429,Argentina,"Rice, paddy",1995,591.0,37842.0,17.74,50306
430,Argentina,"Rice, paddy",1995,591.0,37842.0,17.62,50306
431,Argentina,Sorghum,1995,591.0,37842.0,17.74,34588
432,Argentina,Sorghum,1995,591.0,37842.0,17.62,34588
433,Argentina,Soybeans,1995,591.0,37842.0,17.74,20446
434,Argentina,Soybeans,1995,591.0,37842.0,17.62,20446
435,Argentina,Sweet potatoes,1995,591.0,37842.0,17.74,168000
436,Argentina,Sweet potatoes,1995,591.0,37842.0,17.62,168000
437,Argentina,Wheat,1995,591.0,37842.0,17.74,21675
438,Argentina,Wheat,1995,591.0,37842.0,17.62,21675
439,Argentina,Cassava,1996,591.0,54595.0,17.64,100000
440,Argentina,Cassava,1996,591.0,54595.0,17.97,100000
441,Argentina,Maize,1996,591.0,54595.0,17.64,40397
